ticker,date,open,high,low,close,volume,daily_return,volatility_14d
msft,2024-07-29,428.296258782834,428.86192913835873,421.4686315229256,423.4831848144531,15125800,,
msft,2024-07-30,424.4656455012434,425.7855127211385,414.18445497765873,419.7021789550781,32687600,-0.008968446002388114,
msft,2024-07-31,417.3005665174137,418.5708262456948,409.0736336702553,415.16693115234375,42891400,-0.010864678929744331,
msft,2024-08-01,417.5883635069554,424.2075968335808,409.946938018654,413.9363403320313,30296400,-0.0029684884049851665,
msft,2024-08-02,409.35152365396425,411.84243578824686,401.2635397070065,405.3819580078125,29437900,-0.020882465834533456,
msft,2024-08-05,386.2089818321841,397.9886631292716,382.6462699870737,392.1434631347656,40709200,-0.033201978631760595,
msft,2024-08-06,396.9565662320286,402.5834388839359,395.4679791086585,396.5695190429688,24946500,0.01122360724472995,
msft,2024-08-07,405.5308678419717,406.9598837068045,394.4458417143844,395.3985290527344,20650900,-0.0029571668867018107,
msft,2024-08-08,399.3780007807365,402.7719624373224,396.8970222599762,399.6260986328125,20203000,0.010635165955885819,
msft,2024-08-09,400.9559063701233,404.9453089972664,399.1993844500031,402.9307556152344,19276700,0.008235368353242904,
msft,2024-08-12,403.9627889802462,405.64986625772775,401.1642383231722,403.7146911621094,16762900,0.0019436935937898654,
msft,2024-08-13,406.47360190831984,411.7928357179709,406.4537649824709,410.8599853515625,19414300,0.01754406972862528,
msft,2024-08-14,411.64393908583247,414.5417352887004,409.3118435327495,413.6882629394531,18267000,0.006860213907199053,
msft,2024-08-15,417.35676799168647,418.6591414148161,415.22923848625584,418.5796203613281,20752100,0.011754421474953385,
msft,2024-08-16,418.1521543568632,418.8878379189571,414.8713418367781,416.0345458984375,22775600,-0.006098823754932733,0.22332556919728547
msft,2024-08-19,416.52167114516885,419.2954420190991,414.0362209850082,419.0767211914063,15234000,0.007285708790655244,0.22310771425636583
msft,2024-08-20,419.2457333961214,423.3814956474892,419.1860850211476,422.3276672363281,16387600,0.007727466761042511,0.2196464490128453
msft,2024-08-21,421.6118911043651,423.9183962597862,419.2656405890008,421.6715698242188,16067300,-0.0015547349226387639,0.21920512340570733
msft,2024-08-22,421.8902550651885,424.3061357802644,412.1969990352219,413.1315307617188,19361900,-0.020460721788722415,0.2183827413510848
msft,2024-08-23,414.5532154876874,416.8199448280934,409.69166039420327,414.36431884765625,18493800,0.0029795653925210816,0.15094416588194165
msft,2024-08-26,413.9467394707482,414.8514469502836,408.9460150702165,411.08349609375,13152800,-0.007949236695202373,0.15486975382742224
msft,2024-08-27,410.4571501735566,411.9484202096587,407.8623548739229,411.4314575195313,13492900,0.0008460914783632995,0.1530699116999926
msft,2024-08-28,412.4654473068727,412.58474406521935,404.939496621488,408.2103576660156,14882700,-0.00785981480258259,0.15491138635692348
msft,2024-08-29,412.52505209065583,419.5936573354136,408.2103145266043,410.7156372070313,17045200,0.006118470709847955,0.15338484253900028
msft,2024-08-30,413.1812345025268,415.0602190186727,409.7314285183125,414.7122802734375,24308300,0.009683884479045144,0.1574115300190527
msft,2024-09-03,415.47780496274754,417.4363409532223,404.6611207314944,407.0570983886719,20313600,-0.018631512756794116,0.16254662408650108
msft,2024-09-04,403.5476443909062,408.8466109265116,402.01659855552833,406.5202331542969,15135800,-0.0013197646775183357,0.15886972138732527
msft,2024-09-05,405.2476455783769,410.6957628850725,403.7663270914325,406.01318359375,14195500,-0.0012480708261689893,0.14740429452956405
msft,2024-09-06,406.6792718819864,408.2600144548305,398.4673353023376,399.3621215820313,19609500,-0.01651705279841646,0.15895183927912343
msft,2024-09-09,404.8699075277366,406.2717051556254,399.8095342931428,403.3587646484375,15295100,0.00995782260039215,0.1626395558890596
msft,2024-09-10,405.8243478334636,413.9070069368657,405.32725776034073,411.7894287109375,19594300,0.020685722551674723,0.18635458727361262
msft,2024-09-11,413.08181573237965,421.5223947493852,407.1962564161617,420.5779418945313,19266900,0.021117694181180004,0.21023956674022645
msft,2024-09-12,420.8463656693976,424.8827343519594,417.3070870249836,424.514892578125,17395700,0.009317270254851776,0.19171503720040142
msft,2024-09-13,423.3516776250456,429.3167579290349,422.9838358606944,428.083984375,15874600,0.008372313737386823,0.19363666187322262
msft,2024-09-16,428.0939368309988,431.0068771042965,425.7277834507889,428.8296203613281,13834700,0.001740283198661017,0.18794921996623645
msft,2024-09-17,437.6679140298658,439.27848092894993,429.7542186309564,432.6174621582031,18874200,0.00879419359741462,0.18918907428410697
msft,2024-09-18,432.46832068384987,433.4923249192268,427.9050379063957,428.3027038574219,18898000,-0.010023680703182544,0.19192977284719076
msft,2024-09-19,438.6620665976809,438.9304842840282,434.3572500672092,436.1368408203125,21706600,0.01812585159900558,0.20169987353024693
msft,2024-09-20,434.6754186759471,436.6836515284863,431.6928784161533,432.73675537109375,55167100,-0.00782646133959784,0.20625204839784236
msft,2024-09-23,431.75253779309,433.9198431554934,427.88519293448667,430.9870300292969,15128900,-0.004051590948187934,0.18470784897734877
msft,2024-09-24,430.47996802683457,430.8279371174826,423.6201316482112,426.6722717285156,17015800,-0.010061791888528007,0.19319112590675513
msft,2024-09-25,427.3283940093525,430.5992548420044,426.0757477878855,429.5951232910156,13396400,0.006826986363803709,0.19241592552367276
msft,2024-09-26,432.5578041483432,432.766573468399,426.6324994108163,428.7998046875,14492000,-0.0018530371165296946,0.17091432056568248
msft,2024-09-27,429.0085915782672,429.33668800604624,424.98217425530135,425.5289611816406,14896100,-0.007657144691413271,0.17738599927696813
msft,2024-09-30,425.7178520466358,427.9150119120048,422.8943842039572,427.7956848144531,16807300,0.005312700095860337,0.16021512824649417
msft,2024-10-01,425.95648564338745,425.9863098334652,416.37257469880086,418.24163818359375,19092900,-0.022586362395911466,0.1699518310006938
