ticker,date,open,high,low,close,volume,daily_return,volatility_14d
tsla,2024-07-29,224.8999938964844,234.2700042724609,224.6999969482422,232.1000061035156,129201800,,
tsla,2024-07-30,232.25,232.41000366210935,220.0,222.6199951171875,100560300,-0.04170207944562903,
tsla,2024-07-31,227.8999938964844,234.67999267578125,226.7899932861328,232.07000732421875,67497000,0.04157282172336867,
tsla,2024-08-01,227.69000244140625,231.8699951171875,214.3300018310547,216.8600006103516,83861900,-0.0677870949965208,
tsla,2024-08-02,214.8800048828125,216.1300048828125,205.77999877929688,207.6699981689453,82880100,-0.043301714320780456,
tsla,2024-08-05,185.22000122070312,203.8800048828125,182.0,198.8800048828125,100308800,-0.04324862022379944,
tsla,2024-08-06,200.75,202.8999938964844,192.6699981689453,200.63999938964844,73783900,0.008810602088580683,
tsla,2024-08-07,200.7700042724609,203.4900054931641,191.47999572753903,191.75999450683597,71159800,-0.0452676929224409,
tsla,2024-08-08,195.6999969482422,200.6999969482422,192.0399932861328,198.83999633789065,65033900,0.036255901329012616,
tsla,2024-08-09,197.0500030517578,200.8800048828125,195.1100006103516,200.0,58648300,0.0058169037389324395,
tsla,2024-08-12,199.0200042724609,199.25999450683597,194.6699981689453,197.4900054931641,64044900,-0.01262938858524463,
tsla,2024-08-13,198.47000122070312,208.4900054931641,197.05999755859372,207.8300018310547,76247400,0.051032468678537876,
tsla,2024-08-14,207.38999938964844,208.44000244140625,198.75,201.3800048828125,70250000,-0.03152675190710158,
tsla,2024-08-15,205.0200042724609,215.8800048828125,204.82000732421875,214.13999938964844,89848500,0.061436309145650216,
tsla,2024-08-16,211.1499938964844,219.8000030517578,210.8000030517578,216.1199951171875,88765100,0.00920378250292453,0.6609543115845034
tsla,2024-08-19,217.07000732421875,222.97999572753903,214.08999633789065,222.72000122070312,76435200,0.0300815962441386,0.6540154524457324
tsla,2024-08-20,224.8800048828125,228.22000122070312,219.55999755859372,221.1000061035156,74001200,-0.007300267158314843,0.6261153202543056
tsla,2024-08-21,222.6699981689453,224.66000366210935,218.8600006103516,223.2700042724609,70146000,0.00976670507756732,0.5539560029379452
tsla,2024-08-22,223.82000732421875,224.8000030517578,210.32000732421875,210.66000366210935,79514500,-0.05813634375381778,0.5804559469271612
tsla,2024-08-23,214.4600067138672,221.47999572753903,214.2100067138672,220.32000732421875,81525200,0.0448355914315171,0.5704462004216149
tsla,2024-08-26,218.75,219.08999633789065,211.00999450683597,213.2100067138672,59301200,-0.032803441227522996,0.5951164059174335
tsla,2024-08-27,213.25,215.66000366210935,206.94000244140625,209.2100067138672,62821400,-0.018939062709292416,0.5621424138992803
tsla,2024-08-28,209.72000122070312,211.83999633789065,202.58999633789065,205.75,64116400,-0.01667672472989858,0.5520881155054927
tsla,2024-08-29,209.8000030517578,214.88999938964844,205.97000122070312,206.27999877929688,62308800,0.0025726237078790366,0.5518749994254962
tsla,2024-08-30,208.6300048828125,214.57000732421875,207.02999877929688,214.1100006103516,63370600,0.03725544123667223,0.5662709475741342
tsla,2024-09-03,215.25999450683597,219.8999938964844,209.63999938964844,210.6000061035156,76714200,-0.01652927582030035,0.533172344225401
tsla,2024-09-04,210.58999633789065,222.22000122070312,210.57000732421875,219.41000366210935,80651800,0.040981513663141275,0.5363056701596726
tsla,2024-09-05,223.4900054931641,235.0,222.25,230.1699981689453,119355000,0.04787601603580388,0.5117178930042138
tsla,2024-09-06,232.6000061035156,233.6000061035156,210.50999450683597,210.72999572753903,112177000,-0.08824048544582787,0.6461279963296256
tsla,2024-09-09,216.1999969482422,219.8699951171875,213.6699981689453,216.2700042724609,67443500,0.025949973905266994,0.6424026951497269
tsla,2024-09-10,220.07000732421875,226.3999938964844,218.63999938964844,226.1699981689453,78891100,0.044759273955983725,0.6715409419751549
tsla,2024-09-11,224.5500030517578,228.47000122070312,216.8000030517578,228.1300048828125,83548600,0.008628742512625562,0.6712906258785587
tsla,2024-09-12,224.66000366210935,231.4499969482422,223.8300018310547,229.80999755859372,71894900,0.007337206636805016,0.6134476311415624
tsla,2024-09-13,228.0,232.6699981689453,226.32000732421875,230.2899932861328,59515100,0.002086485160728214,0.587541148525689
tsla,2024-09-16,229.3000030517578,229.9600067138672,223.52999877929688,226.77999877929688,54323000,-0.0153589759450266,0.5712783082321743
tsla,2024-09-17,229.4499969482422,234.57000732421875,226.5500030517578,227.8699951171875,66761600,0.004794890315022082,0.5612630316086556
tsla,2024-09-18,230.08999633789065,235.67999267578125,226.8800048828125,227.1999969482422,78010200,-0.0029445960609886415,0.5534285084634908
tsla,2024-09-19,234.0,244.2400054931641,232.1300048828125,243.9199981689453,102694600,0.07100962175825201,0.6153209509016799
tsla,2024-09-20,241.5200042724609,243.9900054931641,235.9199981689453,238.25,99879100,-0.023519752638904136,0.6209119976905711
tsla,2024-09-23,242.6100006103516,250.0,241.9199981689453,250.0,86927200,0.048140375327935025,0.6326427060621497
tsla,2024-09-24,254.0800018310547,257.19000244140625,249.0500030517578,254.2700042724609,88491000,0.016935793509053217,0.6195642473577584
tsla,2024-09-25,252.5399932861328,257.04998779296875,252.27999877929688,257.0199890136719,65034300,0.010757148762662677,0.59575201786388
tsla,2024-09-26,260.6000061035156,261.75,251.52999877929688,254.22000122070312,67142200,-0.010953821465680538,0.4176423457577931
tsla,2024-09-27,257.3800048828125,260.70001220703125,254.1199951171875,260.4599914550781,70988100,0.024249227064234113,0.4167130869408743
tsla,2024-09-30,259.0400085449219,264.8599853515625,255.7700042724609,261.6300048828125,80705700,0.004482044837533062,0.39203972159416334
tsla,2024-10-01,262.6700134277344,263.9800109863281,248.52999877929688,258.0199890136719,87397600,-0.013894251852425751,0.4054327409973975
tsla,2024-10-02,247.5500030517578,251.16000366210935,241.5,249.0200042724609,93983900,-0.03550382703625739,0.44702609648003805
tsla,2024-10-03,244.47999572753903,249.7899932861328,237.80999755859372,240.66000366210935,80729200,-0.03414806745440706,0.47811056865622586
tsla,2024-10-04,246.69000244140625,250.9600067138672,244.5800018310547,250.0800018310547,86573200,0.03839570976808356,0.49197231041498773
tsla,2024-10-07,249.0,249.8300018310547,240.6999969482422,240.8300018310547,68113300,-0.03768957599969925,0.5273841433556838
tsla,2024-10-08,243.55999755859372,246.2100067138672,240.55999755859372,244.5,56303200,0.015124010919583781,0.5283749320707221
tsla,2024-10-09,243.82000732421875,247.42999267578125,239.50999450683597,241.0500030517578,66289500,-0.014210915403026646,0.4388770536486944
tsla,2024-10-10,241.80999755859372,242.7899932861328,232.33999633789065,238.7700042724609,83087100,-0.009503630132407265,0.4287517890846637
tsla,2024-10-11,220.1300048828125,223.33999633789065,214.3800048828125,217.8000030517578,142628900,-0.09192353886888893,0.5257237928450381
tsla,2024-10-14,220.1300048828125,221.91000366210935,213.7400054931641,219.16000366210935,86291900,0.006224848869363441,0.5170378043438126
tsla,2024-10-15,220.00999450683597,224.25999450683597,217.1199951171875,219.57000732421875,62988800,0.0018690482583790414,0.5112591526363394
tsla,2024-10-16,221.3999938964844,222.82000732421875,218.92999267578125,221.3300018310547,49632800,0.007983687088569507,0.5177429807975016
tsla,2024-10-17,221.58999633789065,222.0800018310547,217.8999938964844,220.88999938964844,50791800,-0.0019899714413276278,0.4956970732234713
tsla,2024-10-18,220.7100067138672,222.27999877929688,219.22999572753903,220.6999969482422,49611900,-0.0008605378505268966,0.4928113733102447
tsla,2024-10-21,218.8999938964844,220.47999572753903,215.72999572753903,218.8500061035156,47329000,-0.008417707909120924,0.49298375523510507
