ticker,date,open,high,low,close,volume
,,AAPL,AAPL,AAPL,AAPL,AAPL
aapl,2024-07-29,215.95008057489312,218.27918447457574,214.74570631572197,217.22412109375,36311800
aapl,2024-07-30,218.16969337819762,219.30438617677734,215.11397665237357,217.78150939941406,41643800
aapl,2024-07-31,220.40921389598267,222.77814001369308,219.60298682237814,221.04623413085938,50036300
aapl,2024-08-01,223.3255700813178,223.43505864730554,216.0097928775357,217.3435516357422,62501000
aapl,2024-08-02,218.1298614428512,224.54984915998065,216.69657732981517,218.83656311035156,105568600
aapl,2024-08-05,198.16323265092018,212.5061577637865,195.08762024216466,208.2958526611328,119548600
aapl,2024-08-06,204.3443568031922,209.0125278604179,200.13405118519225,206.26536560058594,69660500
aapl,2024-08-07,205.93688655864335,212.64551772150753,205.42926604632788,208.8433074951172,63516400
aapl,2024-08-08,212.1179811495676,213.20290359333654,207.85790561211314,212.31704711914062,47161100
aapl,2024-08-09,211.11270086651854,215.77090862412464,210.98330114399806,215.23342895507812,42201600
aapl,2024-08-12,215.31314332730477,218.7410807003227,214.84478845727688,216.7680206298828,38028100
aapl,2024-08-13,218.2428558389481,221.11277276612057,218.2428558389481,220.4949493408203,44155300
aapl,2024-08-14,219.7973785028084,222.24875291914373,218.9304156630747,220.94334411621094,41960600
aapl,2024-08-15,223.81327127421198,224.56064415441705,221.97970491871703,223.93284606933594,46414000
aapl,2024-08-16,223.1356500786779,226.03546056539557,222.86659157853387,225.25819396972656,44340200
aapl,2024-08-19,224.92935218120843,225.19841068626937,222.25873174304007,225.0987548828125,40687800
aapl,2024-08-20,224.9791698204466,226.3742597731608,224.66028342820331,225.71656799316406,30299000
aapl,2024-08-21,225.7265541171402,227.18143154067607,224.26170199000447,225.60696411132812,34765500
aapl,2024-08-22,226.9920749311584,227.54015139464096,223.11570169720306,223.74349975585938,43695300
aapl,2024-08-23,224.86956599566977,227.42059644239848,223.5442228703079,226.04542541503906,38677300
aapl,2024-08-26,225.96568932825608,226.48387210620078,223.10574735994538,226.38421630859375,30602200
aapl,2024-08-27,225.20835892301574,228.04838192077386,224.1022464634546,227.2312469482422,35934600
aapl,2024-08-28,227.12163896438045,229.05484595642545,224.88947977262964,225.6966552734375,38052200
aapl,2024-08-29,229.29401907737392,232.10413336375854,228.07829123837303,228.98509216308594,51906300
aapl,2024-08-30,229.38367949051207,229.5929353752877,226.68316554604098,228.19784545898438,52990800
aapl,2024-09-03,227.74943764667495,228.1978583447122,220.39528345963856,221.98968505859375,50190600
aapl,2024-09-04,220.88357632692316,221.00315112701452,216.71821006143196,220.076416015625,43840200
aapl,2024-09-05,220.85368603716802,224.69019125096705,220.7440707336114,221.60105895996094,36615400
aapl,2024-09-06,223.16553454066073,224.4510243839852,219.00018373655976,220.0465087890625,48423000
aapl,2024-09-09,220.04653410508755,220.49495483479603,215.950929723779,220.13621520996094,67180000
aapl,2024-09-10,218.15315521125123,220.70418549359823,215.97082401031443,219.3389892578125,51591000
aapl,2024-09-11,220.6842723421212,222.3085524071335,217.126770108234,221.88006591796875,44587100
aapl,2024-09-12,221.7206265576352,222.76695165661573,219.0500213655269,221.98968505859375,37455600
aapl,2024-09-13,222.79683029802118,223.2552104631355,221.1326819144566,221.72061157226562,36766600
aapl,2024-09-16,215.78148650258865,216.45911247240775,213.17066883128115,215.56227111816406,59357400
aapl,2024-09-17,214.99427397716522,216.14023969143096,213.74865245933694,216.03062438964844,45519300
aapl,2024-09-18,216.78794613986932,221.92987480128497,216.77797143749862,219.9169464111328,59894900
aapl,2024-09-19,224.20191472936153,229.01499812075548,223.84317512238368,228.0683135986328,66781300
aapl,2024-09-20,229.16446964119802,232.27353613908102,226.82269506404828,227.40066528320312,318679900
aapl,2024-09-23,226.54365969576136,228.64626930220686,225.01902026418153,225.6767120361328,54146000
aapl,2024-09-24,227.8490778167103,228.5466380182851,224.93930782860403,226.5735626220703,43556100
aapl,2024-09-25,224.1420985437932,226.49383244586693,223.2352976856936,225.57705688476562,42308700
aapl,2024-09-26,226.50382237250227,227.6996160019036,224.62044322472642,226.72305297851562,36636700
aapl,2024-09-27,227.6597471643239,228.71603171782343,226.50380681299467,226.99208068847656,34026000
aapl,2024-09-30,229.234199611622,232.183837890625,228.84556632808733,232.183837890625,54541900
aapl,2024-10-01,228.71603627902877,228.84557057238277,222.9562838134916,225.41763305664062,63285000
aapl,2024-10-02,225.09874435066007,226.57355589970402,222.2388023482828,225.98562622070312,32880600
aapl,2024-10-03,224.35137431302277,226.01552277761738,222.53775735368686,224.8795166015625,34044200
aapl,2024-10-04,227.1017072618697,227.20136306464835,223.3449237414969,226.0055694580078,37245100
aapl,2024-10-07,223.71363756752507,224.89947175407843,220.5547430398763,220.91348266601562,39505400
aapl,2024-10-08,223.51431968732726,225.1884276449642,222.46799461113406,224.9791717529297,31855700
aapl,2024-10-09,224.4410763624789,228.9452482903661,224.04248353573135,228.73597717285156,33591100
aapl,2024-10-10,226.98212047614993,228.6960967971132,226.3742566041183,228.23770141601562,28183500
aapl,2024-10-11,228.4968150773993,228.60643037956845,226.54367384020586,226.75294494628906,31759200
aapl,2024-10-14,227.89890830734765,230.91829362955485,227.79926770980506,230.48980712890625,39882100
aapl,2024-10-15,232.79170373632726,236.65811760908664,231.5560417756155,233.03086853027344,64751400
aapl,2024-10-16,230.7887621886474,231.30692979509985,229.0349173503749,230.96812438964844,34082200
aapl,2024-10-17,232.6123377292532,233.0308799404877,229.71254238803704,231.33682250976562,32993800
aapl,2024-10-18,235.35270879965356,235.35270879965356,233.1903116322836,234.17684936523438,46431500
aapl,2024-10-21,233.62876897482323,236.02037141360947,233.62876897482323,235.6516571044922,36254500
aapl,2024-10-22,233.07072804715946,235.3925683333293,231.7852533575211,235.03382873535156,38846600
aapl,2024-10-23,233.26006870913344,234.31635331873264,226.96219904424217,229.95169067382812,52287000
aapl,2024-10-24,229.17441473320775,230.0114839114603,227.60992208421712,229.76235961914062,31109500
aapl,2024-10-25,228.935262581316,232.40306843409212,228.76585988907573,230.5994110107422,38802300
aapl,2024-10-28,232.50273684103132,233.9077863541258,231.73542973016842,232.5824432373047,36087100
aapl,2024-10-29,232.28350596136286,233.50919327337175,231.50623935322642,232.85150146484375,35417200
