ticker,date,open,high,low,close,volume
,,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
googl,2024-07-29,168.01611559502874,169.608393293323,167.18016866453198,168.71273803710938,20293800
googl,2024-07-30,169.41932361948145,170.40454137374448,167.62799790459795,169.4690704345703,18959700
googl,2024-07-31,172.40484468943953,173.40997018336077,169.1904050404806,170.71302795410156,25729100
googl,2024-08-01,169.42927737353662,173.21096178514637,168.06588657934952,169.9368133544922,24531400
googl,2024-08-02,165.6376419849292,167.69765520059823,163.8761704054218,165.85658264160156,29130100
googl,2024-08-05,154.75037751729297,163.6373211687644,154.18311804069828,158.4822998046875,53630700
googl,2024-08-06,158.5619114256832,159.79593916003876,155.65598984339135,157.52691650390625,49004600
googl,2024-08-07,160.47264384005365,162.19429958101605,157.70604691611013,158.1737823486328,25138600
googl,2024-08-08,159.73620945801972,162.9008872407048,159.43766784333874,161.24888610839844,25578800
googl,2024-08-09,159.23862184827473,163.000398092681,158.29320462440444,162.8809814453125,28602300
googl,2024-08-12,163.55771134919158,164.10504777357423,161.05980178129553,161.50762939453125,15895300
googl,2024-08-13,162.6222374229294,163.9358660763168,162.1843561433904,163.36862182617188,18551700
googl,2024-08-14,161.61710599661225,162.43316027996852,156.94972801568116,159.59689331054688,40591100
googl,2024-08-15,159.72628391166478,160.86078775073088,158.84057490735202,160.52243041992188,31524300
googl,2024-08-16,160.69158549485795,164.26427515296893,160.35322821372176,162.17440795898438,24208600
googl,2024-08-19,164.48323275862353,165.88643920984657,163.4681456252674,165.8665313720703,22416200
googl,2024-08-20,166.09542022279516,167.82703768322662,166.01581924125838,166.3740692138672,18341500
googl,2024-08-21,164.35385368177072,166.04567062308269,163.87617187439943,165.0504913330078,22902000
googl,2024-08-22,166.45367234576213,166.78208331350032,162.52271742896883,163.01036071777344,22493300
googl,2024-08-23,163.92593892372628,165.37889222824714,163.04022993569524,164.82159423828125,13955700
googl,2024-08-26,165.57791890865434,166.74227674166048,163.66717668126768,165.35897827148438,14190400
googl,2024-08-27,165.0405199503333,165.63763356275666,163.66718293812755,163.8861083984375,11821900
googl,2024-08-28,164.24437113378522,164.80168425036075,160.75129755216656,162.06494140625,16407400
googl,2024-08-29,163.5179092393471,165.16991053075353,159.47748368909194,161.00010681152344,19699800
googl,2024-08-30,161.83604601344157,162.8710409450861,160.91053659277384,162.59239196777344,22123800
googl,2024-09-03,160.94039211947089,161.06977028333037,155.7256472987168,156.60140991210938,38945300
googl,2024-09-04,155.9047798396124,158.23349556383252,155.2081574244905,155.69578552246094,19353800
googl,2024-09-05,155.54653884857106,158.6813477956318,155.22807416068534,156.4820098876953,18688700
googl,2024-09-06,156.5416920369977,157.06913580100942,149.82423240095397,150.19244384765625,37912100
googl,2024-09-09,151.97618615473306,152.86307041013015,146.70470865576445,148.1894989013672,39260500
googl,2024-09-10,149.9233916452607,150.74052877862417,147.8207764621823,148.13966369628906,31118800
googl,2024-09-11,149.39525512685503,150.96972670859367,147.00366157798018,150.63092041015625,29607700
googl,2024-09-12,153.26167533883327,154.27810941261885,152.11569142274135,154.1485595703125,29621500
googl,2024-09-13,154.88595074662993,157.8256372095464,154.66673478788607,156.9088592529297,29591200
