ticker,date,open,high,low,close,volume
,,MSFT,MSFT,MSFT,MSFT,MSFT
msft,2024-07-29,428.29622791841,428.86189823317073,421.4686011505227,423.483154296875,15125800
msft,2024-07-30,424.4656455012434,425.7855127211385,414.18445497765873,419.7021789550781,32687600
msft,2024-07-31,417.3005665174137,418.5708262456948,409.07363367025533,415.16693115234375,42891400
msft,2024-08-01,417.58836350695543,424.20759683358074,409.94693801865395,413.93634033203125,30296400
msft,2024-08-02,409.35152365396425,411.84243578824686,401.2635397070065,405.3819580078125,29437900
msft,2024-08-05,386.20895177644206,397.9886321568055,382.6462402085907,392.1434326171875,40709200
msft,2024-08-06,396.9565662320286,402.5834388839359,395.4679791086585,396.56951904296875,24946500
msft,2024-08-07,405.53080524275083,406.95982088699543,394.44578082628846,395.3984680175781,20650900
msft,2024-08-08,399.3780007807365,402.77196243732243,396.8970222599762,399.6260986328125,20203000
msft,2024-08-09,400.9558760021183,404.945278327108,399.1993542150353,402.93072509765625,19276700
msft,2024-08-12,403.9628500529108,405.64992758545134,401.1642989727411,403.7147521972656,16762900
msft,2024-08-13,406.47357171655057,411.79280513110314,406.4537347921751,410.8599548339844,19414300
msft,2024-08-14,411.64393908583247,414.54173528870035,409.3118435327495,413.6882629394531,18267000
msft,2024-08-15,417.35676799168647,418.6591414148161,415.22923848625584,418.5796203613281,20752100
msft,2024-08-16,418.15215435686315,418.8878379189571,414.87134183677813,416.0345458984375,22775600
msft,2024-08-19,416.52170147668573,419.2954725526047,414.03625113553215,419.0767517089844,15234000
msft,2024-08-20,419.24576369099765,423.3815262412174,419.18611531171354,422.32769775390625,16387600
msft,2024-08-21,421.6118605911061,423.91836557959886,419.26561024554667,421.6715393066406,16067300
msft,2024-08-22,421.8902550651885,424.30613578026436,412.1969990352219,413.13153076171875,19361900
msft,2024-08-23,414.5532154876874,416.8199448280934,409.69166039420327,414.36431884765625,18493800
msft,2024-08-26,413.94673947074824,414.85144695028356,408.9460150702165,411.08349609375,13152800
msft,2024-08-27,410.4571501735566,411.9484202096587,407.8623548739229,411.43145751953125,13492900
msft,2024-08-28,412.46544730687265,412.58474406521935,404.939496621488,408.2103576660156,14882700
msft,2024-08-29,412.52511339470357,419.5937196899045,408.21037518945246,410.7156982421875,17045200
msft,2024-08-30,413.18123450252676,415.0602190186727,409.7314285183125,414.7122802734375,24308300
msft,2024-09-03,415.47780496274754,417.43634095322227,404.66112073149435,407.0570983886719,20313600
msft,2024-09-04,403.5476443909062,408.8466109265116,402.01659855552833,406.5202331542969,15135800
msft,2024-09-05,405.2476455783769,410.69576288507244,403.7663270914325,406.01318359375,14195500
msft,2024-09-06,406.6793029587105,408.2600456523483,398.4673657515399,399.3621520996094,19609500
msft,2024-09-09,404.8698768958274,406.27167441765806,399.8095040440946,403.3587341308594,15295100
msft,2024-09-10,405.8243177579556,413.9069762623546,405.327227721672,411.7893981933594,19594300
msft,2024-09-11,413.08181573237965,421.52239474938517,407.19625641616165,420.57794189453125,19266900
msft,2024-09-12,420.84636566939764,424.8827343519594,417.30708702498356,424.514892578125,17395700
msft,2024-09-13,423.3517078052634,429.31678853449597,422.98386601468917,428.0840148925781,15874600
msft,2024-09-16,428.0939672962221,431.00690777681865,425.7278137476254,428.82965087890625,13834700
msft,2024-09-17,437.6679140298658,439.27848092894993,429.75421863095636,432.6174621582031,18874200
